ml_id,ml_year,ml_title,id,title,year
3499,1990,Misery,181097,Misery,1990
163911,2016,USS Indianapolis: Men of Courage,181152,USS Indianapolis: Men of Courage,-1
135601,2011,Rockstar,181161,Rockstar,2011
39427,2005,Stay,181193,Stay,2005
136664,2015,Wild Horses,181284,Wild Horses,2015
318,1994,The Shawshank Redemption,181299,The Shawshank Redemption,1994
216,1995,Billy Madison,181301,Billy Madison,1995
5420,2002,Windtalkers,181302,Windtalkers,2002
150254,2015,The Devil's Candy,181327,The Devil's Candy,2015
592,1989,Batman,181370,Batman,1989
4721,2001,American Outlaws,181400,American Outlaws,2001
71494,2009,The Haunted World of El Superbeasto,181403,The Haunted World of El Superbeasto,2009
1255,1987,Bad Taste,181409,Bad Taste,1987
37211,1940,Go West,181458,Go West,1940
112450,2014,They Came Together,181470,They Came Together,2014
4506,1988,Frantic,181511,Frantic,1988
8008,1954,Brigadoon,181543,Brigadoon,1954
2672,1999,The Thirteenth Floor,181561,The Thirteenth Floor,1999
8272,1970,Cromwell,181581,Cromwell,1970
80222,2010,Step Up 3D,181585,Step Up 3D,2010
100527,2013,Safe Haven,181609,Safe Haven,2013
186,1995,Nine Months,181617,Nine Months,1995
84944,2011,Rango,181658,Rango,2011
179817,2017,Darkest Hour,181674,Darkest Hour,2017
60753,2008,Felon,181683,Felon,2008
168252,2017,Logan,181715,Logan,2017
164817,2011,Honey 2,181716,Honey 2,-1
69526,2009,Transformers: Revenge of the Fallen,181741,Transformers: Revenge of the Fallen,2009
6934,2003,The Matrix Revolutions,181769,The Matrix Revolutions,2003
96861,2012,Taken 2,181776,Taken 2,2012
96616,2012,That's My Boy,181795,That's My Boy,2012
1355,1997,Nightwatch,181848,Nightwatch,1997
3984,1971,Diamonds Are Forever,181849,Diamonds Are Forever,1971
130462,2015,The Boy,181859,The Boy,2015
3108,1991,The Fisher King,181929,The Fisher King,1991
48319,2006,Flyboys,181949,Flyboys,2006
140816,2015,Tangerine,181952,Tangerine,2015
69134,2009,Antichrist,181960,Antichrist,2009
136371,2000,Quints,181981,Quints,-1
189249,2018,Damsel,181986,Damsel,2017
528,1994,The Scout,182070,The Scout,1994
109243,2013,Joe,182104,Joe,2013
1562,1997,Batman and Robin,182128,Batman and Robin,1997
142925,2015,A Christmas Horror Story,182153,A Christmas Horror Story,2015
120635,2015,Taken 3,182157,Taken 3,2014
51575,2007,Wild Hogs,182174,Wild Hogs,2007
2468,1986,Jumpin' Jack Flash,182190,Jumpin' Jack Flash,1986
113252,2014,Housebound,182211,Housebound,2014
788,1996,The Nutty Professor,182236,The Nutty Professor,1996
124494,1947,The Fabulous Dorseys,182244,The Fabulous Dorseys,1947
83803,2010,Day and Night,182281,Day and Night,2010
26519,1984,Next of Kin,182286,Next of Kin,1984
8798,2004,Collateral,182301,Collateral,2004
114552,2014,The Boxtrolls,182318,The Boxtrolls,2014
26542,1985,Ewoks: The Battle for Endor,182334,Ewoks: The Battle for Endor,-1
167810,1977,The Black Panther,182404,The Black Panther,1977
103315,2013,Odd Thomas,182449,Odd Thomas,2013
165947,2016,The True Memoirs of an International Assassin,182465,True Memoirs of an International Assassin,-1
132592,2013,GMO OMG,182501,GMO OMG,2013
26688,1990,Hard to Kill,182502,Hard to Kill,1990
96565,2012,Bachelorette,182525,Bachelorette,2012
2332,1998,Belly,182531,Belly,1998
54999,2007,Shoot 'Em Up,182567,Shoot 'Em Up,2007
5541,1991,Hot Shots!,182622,Hot Shots!,1991
6535,2003,"Legally Blonde 2: Red, White and Blonde",182644,"Legally Blonde 2: Red, White and Blonde",2003
167760,2011,DC Showcase: Catwoman,182647,DC Showcase: Catwoman,-1
942,1944,Laura,182661,Laura,1944
55363,2007,The Assassination of Jesse James by the Coward Robert Ford,182669,The Assassination of Jesse James by the Coward Robert Ford,2007
68358,2009,Star Trek,182674,Star Trek,2009
61354,2008,College,182681,College,2008
2770,1999,Bowfinger,182683,Bowfinger,1999
144620,2015,Goosebumps,182690,Goosebumps,2015
159399,2016,Lamb,182695,Lamb,2015
2406,1984,Romancing the Stone,182697,Romancing the Stone,1984
134853,2015,Inside Out,182731,Inside Out,2015
7070,1948,Red River,182743,Red River,1948
2042,1994,D2: The Mighty Ducks,182752,D2: The Mighty Ducks,1994
3471,1977,Close Encounters of the Third Kind,182781,Close Encounters of the Third Kind,1977
5749,1981,Ghost Story,182814,Ghost Story,1981
139052,2015,Dark Places,182816,Dark Places,2015
140267,2015,The Witch,182858,The Witch,2015
55282,2007,30 Days of Night,182881,30 Days of Night,2007
7395,1950,Cheaper by the Dozen,182905,Cheaper by the Dozen,1950
8874,2004,Shaun of the Dead,182960,Shaun of the Dead,2004
111360,2014,Lucy,183050,Lucy,2014
1732,1998,The Big Lebowski,183056,The Big Lebowski,-1
44238,1994,Leprechaun 2,183086,Leprechaun 2,1994
3146,1999,Deuce Bigalow: Male Gigolo,183091,Deuce Bigalow: Male Gigolo,1999
3793,2000,X-Men,183121,X-Men,2000
57532,2008,Meet the Spartans,183135,Meet the Spartans,2008
6820,2000,Ginger Snaps,183151,Ginger Snaps,2000
5219,2002,Resident Evil,183169,Resident Evil,2002
99912,2013,Mama,183184,Mama,2013
52694,2007,Mr. Bean's Holiday,183189,Mr. Bean's Holiday,2007
103141,2013,Monsters University,183249,Monsters University,2013
2118,1983,The Dead Zone,183293,The Dead Zone,1983
128167,2008,Beer for My Horses,183296,Beer for My Horses,2008
186715,2013,Neram,183308,Neram,2013
154065,2016,Dad's Army,183315,Dad's Army,2016
142907,2004,Breaking Dawn,183330,Breaking Dawn,2004
26680,1990,Cry-Baby,183365,Cry-Baby,1990
3877,1984,Supergirl,183380,Supergirl,1984
2867,1985,Fright Night,183402,Fright Night,1985
3534,2000,28 Days,183459,28 Days,2000
116219,2009,Tinker Bell and the Lost Treasure,183480,Tinker Bell and the Lost Treasure,-1
136020,2015,Spectre,183582,Spectre,2015
77866,2010,Robin Hood,183603,Robin Hood,2010
152079,2016,London Has Fallen,183622,London Has Fallen,2016
65188,2008,Dear Zachary: A Letter to a Son About His Father,183631,Dear Zachary: A Letter to a Son About His Father,2008
113188,2014,The Rover,183672,The Rover,2014
8591,1984,The Philadelphia Experiment,183706,The Philadelphia Experiment,1984
5414,2002,Bad Company,183720,Bad Company,2002
102903,2013,Now You See Me,183771,Now You See Me,2013
106910,2009,Legally Blondes,183777,Legally Blondes,2009
1639,1997,Chasing Amy,183805,Chasing Amy,1997
156115,2001,Hunger,183820,Hunger,2001
2997,1999,Being John Malkovich,183824,Being John Malkovich,1999
26084,1962,The Music Man,183830,The Music Man,1962
103075,2013,The Purge,183910,Purge,2012
162322,2016,Mechanic: Resurrection,183917,Mechanic: Resurrection,2016
151777,2016,The Finest Hours,183943,The Finest Hours,2016
157326,2016,Bastille Day,183946,Bastille Day,2016
152173,1983,Michael Jackson's Thriller,184001,Michael Jackson's Thriller,1983
4525,1988,Moving,184019,Moving,1988
64030,2008,Transporter 3,184022,Transporter 3,2008
5943,2002,Maid in Manhattan,184051,Maid in Manhattan,-1
68319,2009,X-Men Origins: Wolverine,184089,X-Men Origins: Wolverine,2009
112852,2014,Guardians of the Galaxy,184098,Guardians of the Galaxy,2014
7072,1939,Stagecoach,184101,Stagecoach,1939
4700,2001,The Princess Diaries,184125,The Princess Diaries,2001
65465,2008,Last Chance Harvey,184134,Last Chance Harvey,2008
5942,2002,The Hot Chick,184206,The Hot Chick,2002
78266,2009,Splice,184261,Splice,2009
4885,2001,Domestic Disturbance,184277,Domestic Disturbance,2001
1943,1952,The Greatest Show on Earth,184315,The Greatest Show on Earth,1952
125854,1980,The Diary of Anne Frank,184318,The Diary of Anne Frank,1980
159717,2016,The Fundamentals of Caring,184350,The Fundamentals of Caring,2016
172573,2016,Rock Dog,184357,Rock Dog,-1
160986,2015,The Demons,184415,The Demons,2015
168250,2017,Get Out,184418,Get Out,2017
43836,2006,The Pink Panther,184446,The Pink Panther,2006
31700,2005,Because of Winn-Dixie,184451,Because of Winn-Dixie,2005
1015,1993,Homeward Bound: The Incredible Journey,184464,Homeward Bound: The Incredible Journey,1993
55577,2007,Saw IV,184479,Saw IV,2007
6558,1991,Curly Sue,184523,Curly Sue,1991
135216,1978,The Star Wars Holiday Special,184571,Star Wars Holiday Special,-1
2109,1979,The Jerk,184605,The Jerk,1979
122699,2014,The Little Rascals Save the Day,184648,The Little Rascals Save the Day,-1
141799,2015,Cooties,184686,Cooties,2014
1962,1989,Driving Miss Daisy,184691,Driving Miss Daisy,1989
160678,2016,The Phenom,184696,The Phenom,2016
1831,1998,Lost in Space,184738,Lost in Space,1998
7366,2004,Jersey Girl,184758,Jersey Girl,2004
8638,2004,Before Sunset,184818,Before Sunset,2004
4558,1988,Twins,184870,Twins,1988
1924,1959,Plan 9 from Outer Space,184883,Plan 9 from Outer Space,1959
1848,1997,The Borrowers,184925,The Borrowers,1997
1407,1996,Scream,184951,Scream,1996
914,1964,My Fair Lady,185009,My Fair Lady,1964
7260,2003,Latter Days,185017,Latter Days,2003
2599,1999,Election,185065,Election,1999
101525,2012,The Place Beyond the Pines,185092,The Place Beyond the Pines,2012
8533,2004,The Notebook,185139,The Notebook,2004
34530,2005,Deuce Bigalow: European Gigolo,185155,Deuce Bigalow: European Gigolo,2005
179011,2004,Murder-Set-Pieces,185160,Murder-Set-Pieces,2004
103688,2013,The Conjuring,185171,The Conjuring,2013
152970,2016,Hunt for the Wilderpeople,185197,Hunt for the Wilderpeople,2016
4148,2001,Hannibal,185212,Hannibal,2001
115139,1949,Challenge to Lassie,185342,Challenge to Lassie,1949
78655,2009,Rampage,185350,Rampage,2009
2015,1961,The Absent-Minded Professor,185356,The Absent-Minded Professor,1961
89039,2011,Another Earth,185407,Another Earth,2011
38061,2005,Kiss Kiss Bang Bang,185445,Kiss Kiss Bang Bang,2005
5841,1991,Return to the Blue Lagoon,185459,Return to the Blue Lagoon,1991
168344,2017,King Arthur: Legend of the Sword,185587,King Arthur: Legend of the Sword,2017
49822,2006,The Good Shepherd,185637,The Good Shepherd,2006
128520,2015,The Wedding Ringer,185656,The Wedding Ringer,2015
3479,1985,Ladyhawke,185699,Ladyhawke,1985
34,1995,Babe,185733,Babe,1995
80901,1970,The Hawaiians,185736,The Hawaiians,1970
108014,2005,River Queen,185781,River Queen,2005
164238,2016,Dogs,185863,Dogs,2016
172395,1998,A,185878,A,1998
126120,2005,All About Anna,185919,All About Anna,2005
2078,1967,The Jungle Book,185954,The Jungle Book,1967
170237,2004,Haven,186002,Haven,2004
55553,2006,Black Sheep,186006,Black Sheep,2006
168,1995,First Knight,186014,First Knight,1995
8042,1973,Mean Streets,186096,Mean Streets,1973
2248,1989,Say Anything...,186139,Say Anything...,1989
133347,2015,Ride,186145,Ride,2014
80358,2006,The Theory of Everything,186190,The Theory of Everything,2006
30749,2004,Hotel Rwanda,186228,Hotel Rwanda,2004
357,1994,Four Weddings and a Funeral,186271,Four Weddings and a Funeral,1994
3477,1995,Empire Records,186273,Empire Records,1995
75808,2009,Dead Man Running,186308,Dead Man Running,2009
5387,2002,Enough,186352,Enough,2002
25828,1936,The Petrified Forest,186379,The Petrified Forest,1936
3602,1960,G.I. Blues,186393,G.I. Blues,1960
162082,2016,Train to Busan,186421,Train to Busan,2016
1488,1997,The Devil's Own,186461,The Devil's Own,1997
7142,2003,Honey,186465,Honey,2003
26375,1976,Silver Streak,186485,Silver Streak,1976
102800,2012,Frances Ha,186486,Frances Ha,2012
162682,2016,The First Monday in May,186495,The First Monday in May,-1
313,1994,The Swan Princess,186519,The Swan Princess,1994
80570,1954,Susan Slept Here,186584,Susan Slept Here,1954
2946,1965,Help!,186620,Help!,1965
6539,2003,Pirates of the Caribbean: The Curse of the Black Pearl,186630,Pirates of the Caribbean: The Curse of the Black Pearl,2003
167990,2016,The Young Offenders,186644,The Young Offenders,2016
353,1994,The Crow,186732,The Crow,1994
44199,2006,Inside Man,186741,Inside Man,2006
123802,1973,Kid Blue,186743,Kid Blue,1973
34048,2005,War of the Worlds,186828,War of the Worlds,2005
4770,2001,The Glass House,186901,The Glass House,2001
123087,1971,The Return of Sabata,186903,Return of Sabata,-1
71522,2008,Unmistaken Child,186972,Unmistaken Child,2008
40898,1945,Our Vines Have Tender Grapes,186975,Our Vines Have Tender Grapes,1945
133195,2015,Hitman: Agent 47,186989,Hitman: Agent 47,2015
175303,2017,It,187028,It,2017
100390,2013,Identity Thief,187061,Identity Thief,2013
6487,2002,The Heart of Me,187075,The Heart of Me,2002
4184,1947,The Bishop's Wife,187099,The Bishop's Wife,1947
1028,1964,Mary Poppins,187102,Mary Poppins,1964
172117,2016,The Comedian,187111,The Comedian,2016
99910,2013,The Last Stand,187141,The Last Stand,2013
1212,1949,The Third Man,187147,The Third Man,1949
98054,2012,Stolen,187181,Stolen,2012
1088,1987,Dirty Dancing,187205,Dirty Dancing,-1
159755,2016,Popstar: Never Stop Never Stopping,187213,Popstar: Never Stop Never Stopping,2016
104861,2013,I Spit on Your Grave 2,187222,I Spit on Your Grave 2,2013
916,1953,Roman Holiday,187253,Roman Holiday,1953
27706,2004,Lemony Snicket's A Series of Unfortunate Events,187274,Lemony Snicket's A Series of Unfortunate Events,2004
79139,2010,The Sorcerer's Apprentice,187291,The Sorcerer's Apprentice,2010
4993,2001,The Lord of the Rings: The Fellowship of the Ring,187310,The Lord of the Rings: The Fellowship of the Ring,2001
92192,2011,Apollo 18,187344,Apollo 18,2011
3963,1964,The Unsinkable Molly Brown,187358,The Unsinkable Molly Brown,1964
100342,2004,Hawking,187366,Hawking,2004
45,1995,To Die For,187373,To Die For,1995
4735,2001,Ghosts of Mars,187540,Ghosts of Mars,2001
4821,2001,Joy Ride,187554,Joy Ride,2000
143500,2005,The Hunt for the BTK Killer,187563,The Hunt for the BTK Killer,-1
19,1995,Ace Ventura: When Nature Calls,187566,Ace Ventura: When Nature Calls,1995
25911,1944,The Woman in the Window,187573,The Woman in the Window,-1
131094,1998,Rudolph the Red-Nosed Reindeer: The Movie,187682,Rudolph the Red-Nosed Reindeer: The Movie,1998
44761,2005,Brick,187758,Brick,2005
4466,1988,Above the Law,187763,Above the Law,1988
1485,1997,Liar Liar,187778,Liar Liar,1997
109673,2014,300: Rise of an Empire,187785,300: Rise of an Empire,2014
2808,1992,Universal Soldier,187787,Universal Soldier,1992
108857,2008,Manhunt,187843,Manhunt,2008
133689,2015,Pound of Flesh,187845,Pound of Flesh,2015
2710,1999,The Blair Witch Project,187879,The Blair Witch Project,1999
3826,2000,Hollow Man,187888,Hollow Man,2000
8799,2004,Little Black Book,187890,Little Black Book,-1
73511,2009,Horsemen,187904,Horsemen,2009
63826,2008,Splinter,187932,Splinter,2008
149830,2016,Pride and Prejudice and Zombies,187952,Pride and Prejudice and Zombies,2016
104906,2013,Austenland,188003,Austenland,2013
648,1996,Mission: Impossible,188057,Mission: Impossible,1996
131070,2012,Forgotten,188081,Forgotten,2013
372,1994,Reality Bites,188094,Reality Bites,1994
6947,2003,Master and Commander: The Far Side of the World,188102,Master and Commander: The Far Side of the World,2003
1964,1971,Klute,188107,Klute,-1
1620,1997,Kiss the Girls,188155,Kiss the Girls,1997
85414,2011,Source Code,188165,Source Code,2011
88129,2011,Drive,188168,Drive,2011
84374,2011,No Strings Attached,188192,No Strings Attached,2010
166486,2016,Jackie,188218,Jackie,2016
2314,1998,Beloved,188225,Beloved,1998
1051,1996,Trees Lounge,188293,Trees Lounge,1996
2428,1998,The Faculty,188311,The Faculty,1998
54121,1950,Broken Arrow,188316,Broken Arrow,1950
106100,2013,Dallas Buyers Club,188383,Dallas Buyers Club,2013
71429,2009,World's Greatest Dad,188446,World's Greatest Dad,2009
542,1993,Son in Law,188474,Son in Law,1993
4855,1971,Dirty Harry,188480,Dirty Harry,1971
116781,2014,Serena,188493,Serena,2014
148634,2015,Christmas Eve,188522,Christmas Eve,2015
159833,1965,The Secret of My Success,188523,The Secret of My Success,1965
88810,2011,The Help,188656,The Help,2011
79224,2010,The Karate Kid,188683,The Karate Kid,2010
174815,2017,The House,188779,The House,2017
81847,2010,Tangled,188780,Tangled,2010
527,1993,Schindler's List,188808,Schindler's List,1993
5393,1958,Cowboy,188831,Cowboy,1958
2953,1992,Home Alone 2: Lost in New York,188842,Home Alone 2: Lost in New York,1992
31685,2005,Hitch,188939,Hitch,2005
141676,2000,Joseph: King of Dreams,189024,Joseph: King of Dreams,-1
158613,2012,Freelancers,189038,Freelancers,2012
82167,2010,Love and Other Drugs,189048,Love and Other Drugs,2010
104760,2013,Getaway,189066,Getaway,2013
113364,2014,Rob the Mob,189070,Rob the Mob,2014
174909,2017,Logan Lucky,189074,Logan Lucky,2017
104074,2013,Percy Jackson: Sea of Monsters,189134,Percy Jackson: Sea of Monsters,-1
4545,1986,Short Circuit,189140,Short Circuit,1986
1968,1985,The Breakfast Club,189219,The Breakfast Club,1985
165603,2016,The Autopsy of Jane Doe,189226,The Autopsy of Jane Doe,2016
75803,2010,Our Family Wedding,189236,Our Family Wedding,2010
52458,2007,Disturbia,189266,Disturbia,2007
2111,1983,The Man with Two Brains,189294,The Man with Two Brains,1983
100408,2012,Resident Evil: Damnation,189303,Resident Evil: Damnation,2012
7046,1987,The Witches of Eastwick,189311,The Witches of Eastwick,1987
53993,2007,Evan Almighty,189328,Evan Almighty,2007
106920,2013,Her,189349,Her,2013
2644,1931,Dracula,189381,Dracula,1931
762,1996,Striptease,189403,Striptease,1996
37382,2005,Domino,189406,Domino,2005
3527,1987,Predator,189494,Predator,1987
47629,2006,The Queen,189531,The Queen,2006
4649,2001,Wet Hot American Summer,189582,Wet Hot American Summer,2001
4915,1982,The Beastmaster,189584,The Beastmaster,1982
2138,1978,Watership Down,189588,Watership Down,1978
1753,1998,Half Baked,189592,Half Baked,1998
8958,2004,Ray,189613,Ray,2004
6316,1978,The Wiz,189627,The Wiz,1978
1663,1981,Stripes,189705,Stripes,1981
26152,1966,Batman,189789,Batman,1966
151739,2016,Dirty Grandpa,189804,Dirty Grandpa,2016
166946,2016,The Founder,189820,The Founder,2016
164367,2016,The Girl with All the Gifts,189854,The Girl with All the Gifts,2016
7360,2004,Dawn of the Dead,189887,Dawn of the Dead,2004
2033,1985,The Black Cauldron,189907,The Black Cauldron,1985
3510,2000,Frequency,189950,Frequency,2000
161622,2010,Revenge of the Bridesmaids,189968,Revenge of the Bridesmaids,-1
694,1996,The Substitute,189988,The Substitute,1996
152063,2016,Gods of Egypt,189991,Gods of Egypt,2016
77206,2010,Diary of a Wimpy Kid,190018,Diary of a Wimpy Kid,2010
1967,1986,Labyrinth,190024,Labyrinth,1986
96811,2012,End of Watch,190037,End of Watch,2012
3928,1948,Abbott and Costello Meet Frankenstein,190076,Abbott and Costello Meet Frankenstein,1948
3257,1992,The Bodyguard,190085,The Bodyguard,1992
8854,1988,Night of the Demons,190094,Night of the Demons,1988
105597,2013,Romeo and Juliet,190147,Romeo and Juliet,2013
8947,2004,The Grudge,190170,The Grudge,2004
3870,1940,Our Town,190244,Our Town,1940
2394,1998,The Prince of Egypt,190246,The Prince of Egypt,1998
132140,2012,Good Deeds,190247,Good Deeds,2012
44974,2005,Hard Candy,190267,Hard Candy,2005
44729,2006,Larry the Cable Guy: Health Inspector,190275,Larry the Cable Guy: Health Inspector,2006
1704,1997,Good Will Hunting,190285,Good Will Hunting,1997
114028,2014,Pride,190288,Pride,2014
3483,2000,The Road to El Dorado,190292,The Road to El Dorado,2000
173197,2017,The Square,190333,The Square,2017
161586,2016,Little Men,190381,Little Men,2016
8882,1968,The Boston Strangler,190392,The Boston Strangler,1968
128695,2014,The Dark Valley,190401,The Dark Valley,2014
344,1994,Ace Ventura: Pet Detective,190418,Ace Ventura: Pet Detective,1994
8207,1973,The Day of the Jackal,190432,The Day of the Jackal,1973
4487,1988,Cocktail,190445,Cocktail,1988
104245,2013,Planes,190458,Planes,2013
32213,2004,Cube Zero,190517,Cube Zero,2004
6711,2003,Lost in Translation,190543,Lost in Translation,2003
49274,2006,Happy Feet,190590,Happy Feet,2006
96941,2012,2016: Obama's America,190639,2016: Obama's America,2012
3740,1986,Big Trouble in Little China,190661,Big Trouble in Little China,1986
371,1994,The Paper,190662,The Paper,1994
87876,2011,Cars 2,190692,Cars 2,2011
88356,2011,The Smurfs,190693,The Smurfs,2011
109848,2013,Under the Skin,190729,Under the Skin,2013
96588,2012,Pitch Perfect,190814,Pitch Perfect,2012
102407,2013,The Great Gatsby,190837,The Great Gatsby,2013
455,1993,Free Willy,190919,Free Willy,1993
3821,2000,Nutty Professor II: The Klumps,190953,Nutty Professor II: The Klumps,2000
39429,2005,Confess,191051,Confess,2005
2261,1986,One Crazy Summer,191071,One Crazy Summer,1986
39449,2005,Prime,191090,Prime,2005
106443,2013,The Best Man Holiday,191092,The Best Man Holiday,2013
86293,2011,Arthur,191109,Arthur,2011
183011,2018,The Commuter,191200,The Commuter,2017
2502,1999,Office Space,191205,Office Space,1999
4532,1988,Return of the Living Dead Part II,191225,Return of the Living Dead Part II,1988
51418,2006,Breaking and Entering,191242,Breaking and Entering,2006
58295,2008,The Bank Job,191270,The Bank Job,2008
7014,1993,Nowhere to Run,191285,Nowhere to Run,1993
2633,1932,The Mummy,191286,The Mummy,1932
1127,1989,The Abyss,191297,The Abyss,1989
47997,2006,Idiocracy,191316,Idiocracy,2006
98243,2012,Rise of the Guardians,191320,Rise of the Guardians,2012
3286,2000,Snow Day,191342,Snow Day,2000
5705,1980,Xanadu,191347,Xanadu,1980
6440,1991,Barton Fink,191375,Barton Fink,1991
103255,2013,Dirty Wars,191403,Dirty Wars,2013
3175,1999,Galaxy Quest,191421,Galaxy Quest,1999
4890,2001,Shallow Hal,191440,Shallow Hal,2001
31555,1988,Mac and Me,191503,Mac and Me,1988
112370,2014,Transformers: Age of Extinction,191514,Transformers: Age of Extinction,2014
71462,2009,The Cove,191564,The Cove,2009
4873,2001,Waking Life,191602,Waking Life,2001
2279,1998,Urban Legend,191637,Urban Legend,1998
2587,1999,Life,191672,Life,1999
4757,2001,Rock Star,191690,Rock Star,2001
70366,1987,"Silent Night, Deadly Night Part 2",191759,"Silent Night, Deadly Night Part 2",1987
93819,2011,Absentia,191777,Absentia,2011
44193,2006,She's the Man,191798,She's the Man,2006
67784,2007,The Cake Eaters,191818,The Cake Eaters,2007
101102,1997,The Tale of Sweeney Todd,191828,The Tale of Sweeney Todd,-1
74530,2010,Percy Jackson and the Olympians: The Lightning Thief,191834,Percy Jackson and the Olympians: The Lightning Thief,-1
26422,1979,Hair,191853,Hair,1979
3137,1980,The Sea Wolves,191874,The Sea Wolves,1980
26901,1995,Last of the Dogmen,191881,Last of the Dogmen,1995
44911,1978,Magic,191892,Magic,1978
60766,2008,Man on Wire,191911,Man on Wire,2008
155181,2016,Elvis and Nixon,191913,Elvis and Nixon,2016
1010,1969,The Love Bug,191945,The Love Bug,1968
139642,2015,Southpaw,191947,Southpaw,2015
48262,2006,The Bridge,191956,The Bridge,2006
168712,2017,Fifty Shades Darker,192020,Fifty Shades Darker,2017
5299,2002,My Big Fat Greek Wedding,192030,My Big Fat Greek Wedding,2002
149550,2012,Gone Fishing,192045,Gone Fishing,2012
62137,2008,Nights in Rodanthe,192060,Nights in Rodanthe,2008
116493,2013,The Returned,192063,The Returned,2013
166291,2016,A Silent Voice,192120,A Silent Voice,2016
56003,2006,Southland Tales,192160,Southland Tales,2006
100010,2011,Battle of Los Angeles,192172,Battle of Los Angeles,2011
4509,1988,The Great Outdoors,192185,The Great Outdoors,1988
162730,2016,The Whole Truth,192193,The Whole Truth,2016
32478,1997,The Arrow,192201,The Arrow,1996
82378,2010,All Good Things,192264,All Good Things,2010
34321,2005,Bad News Bears,192326,Bad News Bears,2005
2134,1985,Weird Science,192420,Weird Science,1985
62434,2008,Zack and Miri Make a Porno,192431,Zack and Miri Make a Porno,2008
118900,2014,Wild,192443,Wild,2014
120474,2014,Toy Story That Time Forgot,192459,Toy Story That Time Forgot,-1
2736,1986,Brighton Beach Memoirs,192461,Brighton Beach Memoirs,1986
26167,1967,The Incident,192509,The Incident,1967
140715,2015,Straight Outta Compton,192556,Straight Outta Compton,2015
51834,2007,Becoming Jane,192586,Becoming Jane,2007
3261,1992,Singles,192609,Singles,1992
1031,1971,Bedknobs and Broomsticks,192637,Bedknobs and Broomsticks,1971
122817,2006,The Tooth Fairy,192647,The Tooth Fairy,2006
90376,2011,We Need to Talk About Kevin,192731,We Need to Talk About Kevin,2011
155545,2016,Backtrack,192743,Backtrack,2015
4023,2000,The Family Man,192791,The Family Man,2000
60037,2008,The Happening,192810,The Happening,2008
61132,2008,Tropic Thunder,192815,Tropic Thunder,2008
138036,2015,The Man from U.N.C.L.E.,192918,The Man from U.N.C.L.E.,2015
73321,2010,The Book of Eli,192975,The Book of Eli,2010
77449,1972,Ben,192989,Ben,1972
2053,1992,"Honey, I Blew Up the Kid",192990,"Honey, I Blew Up the Kid",1992
175671,2017,Birth of the Dragon,193004,Birth of the Dragon,2016
52604,2007,Fracture,193005,Fracture,2007
2135,1967,Doctor Dolittle,193032,Doctor Dolittle,1967
316,1994,Stargate,193034,Stargate,1994
4975,2001,Vanilla Sky,193041,Vanilla Sky,2001
63131,2008,Role Models,193059,Role Models,2008
673,1996,Space Jam,193109,Space Jam,1996
110781,2004,Mulan II,193141,Mulan II,-1
112552,2014,Whiplash,193166,Whiplash,2014
2273,1998,Rush Hour,193168,Rush Hour,1998
4614,1989,Kickboxer,193179,Kickboxer,1989
4370,2001,A.I. Artificial Intelligence,193213,A.I. Artificial Intelligence,2001
165469,1996,The Ring,193220,The Ring,1996
49649,2006,Eragon,193221,Eragon,2006
3696,1986,Night of the Creeps,193240,Night of the Creeps,1986
112290,2014,Boyhood,193257,Boyhood,2014
89650,2011,Ironclad,193272,Ironclad,2011
105504,2013,Captain Phillips,193291,Captain Phillips,2013
955,1938,Bringing Up Baby,193302,Bringing Up Baby,1938
55955,2007,Fred Claus,193309,Fred Claus,2007
57637,2007,The Signal,193321,The Signal,2007
1747,1997,Wag the Dog,193346,Wag the Dog,1997
2116,1978,The Lord of the Rings,193368,The Lord of the Rings,1978
87867,2011,Zookeeper,193388,Zookeeper,2011
1593,1997,Picture Perfect,193404,Picture Perfect,1997
2450,1986,Howard the Duck,193433,Howard the Duck,1986
3005,1999,The Bone Collector,193460,The Bone Collector,1999
7027,1985,Silverado,193472,Silverado,1985
218,1995,Boys on the Side,193514,Boys on the Side,1995
22,1995,Copycat,193523,Copycat,1995
5490,1976,The Big Bus,193580,The Big Bus,1976
8340,1979,Escape from Alcatraz,193591,Escape from Alcatraz,1979
33672,2005,Lords of Dogtown,193627,Lords of Dogtown,2005
8985,2004,Blade: Trinity,193628,Blade: Trinity,2004
72378,2009,2012,193658,2012,2009
5938,1982,Deathtrap,193660,Deathtrap,1982
420,1994,Beverly Hills Cop III,193672,Beverly Hills Cop III,1994
3617,2000,Road Trip,193711,Road Trip,2000
129250,2015,Superfast!,193732,Superfast!,2015
2901,1979,Phantasm,193742,Phantasm,1979
33646,2005,The Longest Yard,193754,The Longest Yard,2005
167634,2017,Fist Fight,193762,Fist Fight,2017
208,1995,Waterworld,193821,Waterworld,1995
8016,1972,The Getaway,193822,The Getaway,1972
905,1934,It Happened One Night,193833,It Happened One Night,1934
2847,1939,Only Angels Have Wings,193835,Only Angels Have Wings,1939
77665,2010,Marmaduke,193842,Marmaduke,2010
25979,1953,Gun Fury,193868,Gun Fury,1953
4989,2001,How High,193871,How High,2001
130450,2015,Pan,193894,Pan,2015
142448,2015,Everest,193916,Everest,2015
5312,2002,Murder by Numbers,193918,Murder by Numbers,2002
91622,2011,Young Adult,193922,Young Adult,2011
129937,2015,Run All Night,193971,Run All Night,2015
7376,2004,Walking Tall,194001,Walking Tall,2004
